pokeDexId,name,type1,type2,total,hp,attack,defense,spAtk,spDef,speed,generation,legendary,attractivity,fertility,fitness,nogoTypes,attractedTypes,nogos,imgurl,nogosTypes
218,Slugma,Fire,,250,40,40,40,70,40,20,2,False,0.5,0.46,0.06,,"['Bug', 'Ground', 'Poison', 'Rock', 'Dragon']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#218.png,"['Steel', 'Water', 'Ground']"
219,Magcargo,Fire,Rock,410,50,50,120,80,80,30,2,False,0.49,0.11,0.22,,"['Ice', 'Normal', 'Dark', 'Steel', 'Ghost']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#219.png,"['Ice', 'Rock', 'Dragon', 'Electric', 'Fairy']"
220,Swinub,Ice,Ground,250,50,50,40,30,30,50,2,False,0.18,0.4,0.16,,"['Water', 'Psychic']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#220.png,"['Dragon', 'Fire', 'Ice', 'Water']"
221,Piloswine,Ice,Ground,450,100,100,80,60,60,50,2,False,0.4,0.6,0.93,,"['Steel', 'Rock', 'Poison', 'Ground']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#221.png,"['Water', 'Electric', 'Rock', 'Psychic', 'Flying']"
222,Corsola,Water,Rock,380,55,55,85,65,85,35,2,False,0.02,0.82,0.81,,['Water'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#222.png,"['Ice', 'Psychic', 'Electric', 'Ghost', 'Normal']"
223,Remoraid,Water,,300,35,65,35,65,35,65,2,False,0.84,0.81,0.74,,"['Fairy', 'Electric']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#223.png,"['Electric', 'Fighting', 'Flying', 'Rock', 'Grass']"
224,Octillery,Water,,480,75,105,75,105,75,45,2,False,0.29,0.42,0.11,,"['Electric', 'Psychic', 'Grass', 'Normal']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#224.png,"['Fairy', 'Ghost', 'Dragon', 'Flying', 'Ground']"
225,Delibird,Ice,Flying,330,45,55,45,65,45,75,2,False,0.1,0.93,0.65,,"['Fairy', 'Psychic', 'Fighting', 'Bug', 'Poison']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#225.png,"['Dragon', 'Grass', 'Ice', 'Fighting', 'Ground', 'Ghost']"
226,Mantine,Water,Flying,465,65,40,70,80,140,70,2,False,1.0,0.59,0.24,,"['Rock', 'Electric', 'Psychic']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#226.png,"['Poison', 'Water', 'Psychic', 'Flying', 'Steel', 'Electric']"
227,Skarmory,Steel,Flying,465,65,80,140,40,70,70,2,False,0.36,0.86,0.87,,['Poison'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#227.png,"['Psychic', 'Ground', 'Bug', 'Flying', 'Water', 'Ghost']"
228,Houndour,Dark,Fire,330,45,60,30,80,50,65,2,False,0.27,0.98,0.38,,"['Water', 'Ghost', 'Normal']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#228.png,"['Grass', 'Fighting', 'Electric']"
229,Houndoom,Dark,Fire,500,75,90,50,110,80,95,2,False,0.42,0.12,0.17,,"['Ground', 'Psychic', 'Normal', 'Water', 'Fairy']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#229.png,"['Fairy', 'Ice', 'Ground']"
230,Kingdra,Water,Dragon,540,75,95,95,95,95,85,2,False,0.23,0.9,0.21,,['Dark'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#230.png,"['Ghost', 'Electric', 'Normal', 'Poison', 'Fire', 'Ice']"
231,Phanpy,Ground,,330,90,60,60,40,40,40,2,False,0.77,0.72,0.79,,"['Ghost', 'Grass', 'Electric']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#231.png,"['Dragon', 'Psychic', 'Poison', 'Grass', 'Normal']"
232,Donphan,Ground,,500,90,120,120,60,60,50,2,False,0.62,0.11,0.5,,"['Fairy', 'Electric', 'Ground']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#232.png,"['Psychic', 'Rock', 'Ground', 'Poison']"
233,Porygon2,Normal,,515,85,80,90,105,95,60,2,False,0.59,0.54,0.76,,"['Normal', 'Bug', 'Psychic', 'Ground']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#233.png,"['Ground', 'Normal', 'Water', 'Steel', 'Dark']"
234,Stantler,Normal,,465,73,95,62,85,65,85,2,False,0.46,0.13,0.07,,"['Poison', 'Fire', 'Grass', 'Dragon', 'Ice']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#234.png,"['Ice', 'Dark', 'Dragon']"
235,Smeargle,Normal,,250,55,20,35,20,45,75,2,False,0.68,0.86,0.77,,"['Psychic', 'Fighting', 'Ice']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#235.png,"['Electric', 'Steel', 'Rock', 'Ground', 'Fairy', 'Grass']"
236,Tyrogue,Fighting,,210,35,35,35,35,35,35,2,False,0.39,0.59,0.7,,"['Steel', 'Poison']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#236.png,"['Rock', 'Psychic', 'Water', 'Fire']"
237,Hitmontop,Fighting,,455,50,95,95,35,110,70,2,False,0.43,0.5,0.58,,"['Bug', 'Water']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#237.png,"['Electric', 'Fire', 'Normal', 'Dark']"
238,Smoochum,Ice,Psychic,305,45,30,15,85,65,65,2,False,0.85,0.6,0.93,,"['Poison', 'Grass', 'Normal', 'Ground']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#238.png,"['Water', 'Grass', 'Fighting']"
239,Elekid,Electric,,360,45,63,37,65,55,95,2,False,0.48,0.04,0.23,,"['Bug', 'Normal']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#239.png,"['Poison', 'Grass', 'Electric', 'Fairy', 'Rock', 'Fighting']"
240,Magby,Fire,,365,45,75,37,70,55,83,2,False,0.39,0.26,0.32,,"['Steel', 'Ice', 'Ground', 'Normal', 'Dark']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#240.png,"['Poison', 'Bug', 'Normal', 'Fire']"
241,Miltank,Normal,,490,95,80,105,40,70,100,2,False,0.18,0.73,0.33,,"['Fairy', 'Water']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#241.png,"['Bug', 'Dragon', 'Poison', 'Water']"
242,Blissey,Normal,,540,255,10,10,75,135,55,2,False,0.54,0.53,0.01,,['Fighting'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#242.png,"['Fire', 'Ice', 'Rock', 'Normal', 'Flying', 'Electric']"
243,Raikou,Electric,,580,90,85,75,115,100,115,2,True,0.28,0.07,0.6,,['Flying'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#243.png,"['Dragon', 'Electric', 'Bug']"
244,Entei,Fire,,580,115,115,85,90,75,100,2,True,0.95,0.98,0.25,,"['Ground', 'Water', 'Normal', 'Dragon']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#244.png,"['Bug', 'Poison', 'Fairy', 'Ghost', 'Ground', 'Fire']"
245,Suicune,Water,,580,100,75,115,90,115,85,2,True,0.56,0.82,0.89,,"['Ice', 'Grass', 'Ground', 'Normal', 'Psychic']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#245.png,"['Electric', 'Ground', 'Normal', 'Water', 'Poison']"
246,Larvitar,Rock,Ground,300,50,64,50,45,50,41,2,False,0.95,0.8,0.64,,"['Bug', 'Fairy']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#246.png,"['Bug', 'Fairy', 'Ghost', 'Electric', 'Fire', 'Normal']"
247,Pupitar,Rock,Ground,410,70,84,70,65,70,51,2,False,0.34,0.75,0.26,,['Dragon'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#247.png,"['Ground', 'Water', 'Rock', 'Electric']"
248,Tyranitar,Rock,Dark,600,100,134,110,95,100,61,2,False,0.82,0.23,0.22,,['Rock'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#248.png,"['Ghost', 'Dragon', 'Ice']"
249,Lugia,Psychic,Flying,680,106,90,130,90,154,110,2,True,0.83,0.99,0.94,,"['Poison', 'Normal']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#249.png,"['Grass', 'Rock', 'Bug', 'Dark']"
250,Ho-oh,Fire,Flying,680,106,130,90,110,154,90,2,True,0.54,0.97,0.63,,"['Poison', 'Dragon', 'Steel', 'Rock']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#250.png,"['Psychic', 'Normal', 'Electric', 'Grass', 'Dark', 'Poison']"
251,Celebi,Psychic,Grass,600,100,100,100,100,100,100,2,False,0.92,0.8,0.02,,"['Flying', 'Ghost']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#251.png,"['Ice', 'Water', 'Ground', 'Rock', 'Bug', 'Grass']"
252,Treecko,Grass,,310,40,45,35,65,55,70,3,False,0.48,0.24,0.06,,"['Rock', 'Dragon', 'Ghost', 'Fire', 'Ice']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#252.png,"['Dragon', 'Ice', 'Grass']"
253,Grovyle,Grass,,405,50,65,45,85,65,95,3,False,0.28,0.6,0.95,,"['Electric', 'Fighting']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#253.png,"['Ground', 'Ghost', 'Fighting', 'Rock', 'Electric']"
254,Sceptile,Grass,,530,70,85,65,105,85,120,3,False,0.38,0.29,0.11,,"['Fire', 'Fairy', 'Rock']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#254.png,"['Fire', 'Electric', 'Ice', 'Fairy']"
255,Torchic,Fire,,310,45,60,40,70,50,45,3,False,0.31,0.07,0.14,,"['Fire', 'Poison', 'Dragon']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#255.png,"['Fire', 'Steel', 'Fairy', 'Fighting', 'Rock']"
256,Combusken,Fire,Fighting,405,60,85,60,85,60,55,3,False,0.54,0.37,0.15,,"['Fairy', 'Fire', 'Fighting', 'Dark', 'Ghost']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#256.png,"['Ghost', 'Steel', 'Ground', 'Dark']"
257,Blaziken,Fire,Fighting,530,80,120,70,110,70,80,3,False,0.4,0.35,0.94,,"['Electric', 'Poison', 'Fire', 'Steel', 'Rock']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#257.png,"['Fire', 'Fighting', 'Psychic', 'Ice', 'Ghost']"
258,Mudkip,Water,,310,50,70,50,50,50,40,3,False,0.8,0.01,0.1,,"['Psychic', 'Fire']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#258.png,"['Ground', 'Bug', 'Steel', 'Ice']"
259,Marshtomp,Water,Ground,405,70,85,70,60,70,50,3,False,0.74,0.97,0.4,,"['Bug', 'Rock', 'Flying', 'Dark']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#259.png,"['Ghost', 'Steel', 'Fire', 'Fairy', 'Bug']"
260,Swampert,Water,Ground,535,100,110,90,85,90,60,3,False,0.5,0.13,0.75,,"['Fairy', 'Electric']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#260.png,"['Poison', 'Ghost', 'Water', 'Grass', 'Normal', 'Bug']"
261,Poochyena,Dark,,220,35,55,35,30,30,35,3,False,0.49,0.61,0.75,,"['Dark', 'Psychic', 'Dragon', 'Normal']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#261.png,"['Dragon', 'Dark', 'Ghost', 'Ice']"
262,Mightyena,Dark,,420,70,90,70,60,60,70,3,False,0.09,0.16,0.54,,"['Dark', 'Grass', 'Bug', 'Fairy']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#262.png,"['Bug', 'Fairy', 'Ice']"
263,Zigzagoon,Normal,,240,38,30,41,30,41,60,3,False,0.64,0.07,0.17,,"['Ghost', 'Ice', 'Fighting', 'Dragon', 'Fire']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#263.png,"['Ghost', 'Electric', 'Dragon']"
264,Linoone,Normal,,420,78,70,61,50,61,100,3,False,0.36,0.91,0.06,,['Grass'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#264.png,"['Fire', 'Electric', 'Bug', 'Fairy', 'Psychic']"
265,Wurmple,Bug,,195,45,45,35,20,30,20,3,False,0.22,0.21,0.84,,['Flying'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#265.png,"['Dragon', 'Fire', 'Rock', 'Flying']"
266,Silcoon,Bug,,205,50,35,55,25,25,15,3,False,0.73,0.32,0.52,,['Dragon'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#266.png,"['Ghost', 'Poison', 'Electric']"
267,Beautifly,Bug,Flying,395,60,70,50,100,50,65,3,False,0.06,0.12,0.36,,['Dragon'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#267.png,"['Psychic', 'Steel', 'Fairy', 'Electric', 'Fire']"
268,Cascoon,Bug,,205,50,35,55,25,25,15,3,False,0.75,0.42,0.66,,"['Electric', 'Fighting', 'Psychic', 'Rock']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#268.png,"['Flying', 'Bug', 'Grass']"
269,Dustox,Bug,Poison,385,60,50,70,50,90,65,3,False,0.51,0.38,0.78,,['Fairy'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#269.png,"['Dragon', 'Poison', 'Water', 'Ghost', 'Psychic']"
270,Lotad,Water,Grass,220,40,30,30,40,50,30,3,False,0.35,0.02,0.95,,"['Fire', 'Flying', 'Fighting', 'Dark']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#270.png,"['Dark', 'Rock', 'Ice', 'Ground']"
271,Lombre,Water,Grass,340,60,50,50,60,70,50,3,False,0.09,0.82,0.84,,"['Fairy', 'Grass']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#271.png,"['Dragon', 'Bug', 'Flying']"
272,Ludicolo,Water,Grass,480,80,70,70,90,100,70,3,False,0.45,0.45,0.0,,"['Rock', 'Steel', 'Poison', 'Psychic', 'Ground']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#272.png,"['Ghost', 'Bug', 'Rock']"
273,Seedot,Grass,,220,40,40,50,30,30,30,3,False,0.96,0.08,0.81,,"['Fighting', 'Steel', 'Poison', 'Dragon']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#273.png,"['Grass', 'Poison', 'Ice']"
274,Nuzleaf,Grass,Dark,340,70,70,40,60,40,60,3,False,0.81,0.21,0.71,,"['Water', 'Fire', 'Ice', 'Grass', 'Normal']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#274.png,"['Fairy', 'Fighting', 'Ghost', 'Fire', 'Ice']"
275,Shiftry,Grass,Dark,480,90,100,60,90,60,80,3,False,0.31,0.66,0.48,,"['Ground', 'Fighting']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#275.png,"['Fire', 'Ice', 'Fairy', 'Dragon', 'Normal']"
276,Taillow,Normal,Flying,270,40,55,30,30,30,85,3,False,0.82,0.2,0.86,,"['Fire', 'Fairy']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#276.png,"['Ground', 'Grass', 'Dark', 'Normal']"
277,Swellow,Normal,Flying,430,60,85,60,50,50,125,3,False,0.27,0.34,0.96,,"['Grass', 'Electric', 'Fire']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#277.png,"['Fairy', 'Steel', 'Dragon', 'Bug', 'Grass', 'Ice']"
278,Wingull,Water,Flying,270,40,30,30,55,30,85,3,False,0.15,0.37,0.68,,"['Fairy', 'Poison', 'Flying', 'Ghost']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#278.png,"['Psychic', 'Grass', 'Ground']"
279,Pelipper,Water,Flying,430,60,50,100,85,70,65,3,False,0.97,0.45,0.74,,"['Normal', 'Ghost', 'Dragon', 'Grass', 'Bug']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#279.png,"['Ice', 'Rock', 'Bug', 'Fighting']"
280,Ralts,Psychic,Fairy,198,28,25,25,45,35,40,3,False,0.41,0.35,0.35,,['Poison'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#280.png,"['Rock', 'Poison', 'Water', 'Electric', 'Psychic']"
281,Kirlia,Psychic,Fairy,278,38,35,35,65,55,50,3,False,0.48,0.99,0.07,,"['Water', 'Fighting', 'Fairy', 'Ground']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#281.png,"['Psychic', 'Ground', 'Fairy', 'Fighting']"
282,Gardevoir,Psychic,Fairy,518,68,65,65,125,115,80,3,False,0.48,0.35,0.85,,"['Ground', 'Water', 'Fairy', 'Grass']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#282.png,"['Fire', 'Steel', 'Water', 'Flying', 'Grass', 'Dragon']"
283,Surskit,Bug,Water,269,40,30,32,50,52,65,3,False,0.64,0.58,0.21,,"['Fighting', 'Fairy', 'Dark']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#283.png,"['Ground', 'Ghost', 'Steel', 'Dark', 'Dragon']"
284,Masquerain,Bug,Flying,414,70,60,62,80,82,60,3,False,0.47,0.88,0.18,,"['Normal', 'Ghost']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#284.png,"['Ground', 'Electric', 'Fairy', 'Flying', 'Poison']"
285,Shroomish,Grass,,295,60,40,60,40,60,35,3,False,0.09,0.76,0.53,,"['Fire', 'Grass']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#285.png,"['Ground', 'Steel', 'Psychic', 'Flying']"
286,Breloom,Grass,Fighting,460,60,130,80,60,60,70,3,False,0.31,0.52,0.81,,['Dragon'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#286.png,"['Water', 'Grass', 'Poison']"
287,Slakoth,Normal,,280,60,60,60,35,35,30,3,False,0.63,0.0,0.29,,"['Dark', 'Ice']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#287.png,"['Ground', 'Grass', 'Flying']"
288,Vigoroth,Normal,,440,80,80,80,55,55,90,3,False,0.55,0.69,0.45,,"['Water', 'Fire', 'Dark', 'Electric', 'Grass']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#288.png,"['Fairy', 'Bug', 'Fire', 'Water', 'Ghost']"
289,Slaking,Normal,,670,150,160,100,95,65,100,3,False,0.04,0.64,0.91,,"['Ghost', 'Water', 'Electric']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#289.png,"['Ice', 'Dragon', 'Dark']"
290,Nincada,Bug,Ground,266,31,45,90,30,30,40,3,False,0.13,0.11,0.64,,"['Rock', 'Normal', 'Ice', 'Ghost', 'Fire']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#290.png,"['Fairy', 'Ground', 'Poison', 'Steel', 'Ghost']"
291,Ninjask,Bug,Flying,456,61,90,45,50,50,160,3,False,0.4,0.96,0.26,,"['Water', 'Rock', 'Ghost', 'Bug']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#291.png,"['Ground', 'Poison', 'Rock', 'Psychic', 'Dragon', 'Electric']"
292,Shedinja,Bug,Ghost,236,1,90,45,30,30,40,3,False,0.55,0.19,0.15,,['Bug'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#292.png,"['Ghost', 'Psychic', 'Electric', 'Grass', 'Dragon', 'Dark']"
293,Whismur,Normal,,240,64,51,23,51,23,28,3,False,0.78,0.05,0.6,,"['Ground', 'Poison', 'Rock', 'Psychic', 'Steel']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#293.png,"['Steel', 'Ground', 'Fairy', 'Ghost', 'Bug']"
294,Loudred,Normal,,360,84,71,43,71,43,48,3,False,0.19,0.16,0.86,,"['Bug', 'Dragon']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#294.png,"['Ghost', 'Fairy', 'Psychic', 'Electric', 'Bug']"
295,Exploud,Normal,,490,104,91,63,91,73,68,3,False,0.82,0.86,0.85,,['Fairy'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#295.png,"['Dark', 'Ice', 'Grass', 'Water']"
296,Makuhita,Fighting,,237,72,60,30,20,30,25,3,False,0.72,0.29,0.88,,['Water'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#296.png,"['Normal', 'Poison', 'Psychic', 'Steel', 'Rock', 'Bug']"
297,Hariyama,Fighting,,474,144,120,60,40,60,50,3,False,0.6,0.54,0.61,,['Flying'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#297.png,"['Poison', 'Water', 'Fairy', 'Dark', 'Bug', 'Electric']"
298,Azurill,Normal,Fairy,190,50,20,40,20,40,20,3,False,0.93,0.32,0.17,,"['Normal', 'Flying', 'Ghost', 'Dark']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#298.png,"['Psychic', 'Poison', 'Flying', 'Rock', 'Bug']"
299,Nosepass,Rock,,375,30,45,135,45,90,30,3,False,0.14,0.94,0.94,,['Electric'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#299.png,"['Steel', 'Rock', 'Dragon', 'Ice', 'Psychic']"
300,Skitty,Normal,,260,50,45,45,35,35,50,3,False,0.29,0.76,0.63,,"['Dark', 'Dragon', 'Fighting', 'Steel', 'Ice']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#300.png,"['Ice', 'Dragon', 'Ground']"
301,Delcatty,Normal,,380,70,65,65,55,55,70,3,False,0.2,0.61,0.1,,"['Normal', 'Bug', 'Ghost', 'Steel', 'Fighting']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#301.png,"['Electric', 'Dragon', 'Rock', 'Dark', 'Ground', 'Grass']"
302,Sableye,Dark,Ghost,380,50,75,75,65,65,50,3,False,0.4,0.53,0.63,,"['Ground', 'Water', 'Flying']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#302.png,"['Water', 'Electric', 'Grass', 'Normal']"
303,Mawile,Steel,Fairy,380,50,85,85,55,55,50,3,False,0.47,0.85,0.57,,"['Dark', 'Poison', 'Psychic', 'Fairy', 'Ground']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#303.png,"['Dragon', 'Steel', 'Water', 'Flying']"
304,Aron,Steel,Rock,330,50,70,100,40,40,30,3,False,0.64,0.09,0.37,,['Poison'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#304.png,"['Poison', 'Grass', 'Rock']"
305,Lairon,Steel,Rock,430,60,90,140,50,50,40,3,False,0.44,0.1,0.41,,"['Water', 'Flying', 'Rock', 'Poison', 'Psychic']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#305.png,"['Normal', 'Ground', 'Dark', 'Poison']"
306,Aggron,Steel,Rock,530,70,110,180,60,60,50,3,False,0.54,0.03,0.15,,"['Steel', 'Fairy', 'Psychic', 'Rock', 'Fighting']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#306.png,"['Ground', 'Rock', 'Fighting', 'Psychic']"
307,Meditite,Fighting,Psychic,280,30,40,55,40,55,60,3,False,0.39,0.84,0.15,,['Water'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#307.png,"['Electric', 'Ice', 'Fairy', 'Normal', 'Steel']"
308,Medicham,Fighting,Psychic,410,60,60,75,60,75,80,3,False,0.93,0.32,0.49,,"['Steel', 'Fighting', 'Ground', 'Water']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#308.png,"['Poison', 'Normal', 'Flying', 'Bug']"
309,Electrike,Electric,,295,40,45,40,65,40,65,3,False,0.09,0.12,0.53,,['Water'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#309.png,"['Fire', 'Normal', 'Ice', 'Steel']"
310,Manectric,Electric,,475,70,75,60,105,60,105,3,False,0.4,0.63,0.06,,"['Fairy', 'Grass']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#310.png,"['Psychic', 'Ground', 'Ice', 'Dragon']"
311,Plusle,Electric,,405,60,50,40,85,75,95,3,False,0.39,0.68,0.12,,"['Grass', 'Poison', 'Ice', 'Flying', 'Fighting']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#311.png,"['Poison', 'Fire', 'Ghost']"
312,Minun,Electric,,405,60,40,50,75,85,95,3,False,0.67,0.88,0.03,,['Psychic'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#312.png,"['Water', 'Electric', 'Ghost', 'Dragon', 'Ice']"
313,Volbeat,Bug,,400,65,73,55,47,75,85,3,False,0.16,0.81,0.68,,"['Fighting', 'Poison', 'Fairy', 'Ghost']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#313.png,"['Steel', 'Electric', 'Ground', 'Dark', 'Fighting', 'Normal']"
314,Illumise,Bug,,400,65,47,55,73,75,85,3,False,0.69,0.72,0.58,,['Rock'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#314.png,"['Steel', 'Fighting', 'Electric', 'Ghost', 'Ice', 'Fairy']"
315,Roselia,Grass,Poison,400,50,60,45,100,80,65,3,False,0.34,0.26,0.53,,"['Water', 'Grass']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#315.png,"['Psychic', 'Grass', 'Fire']"
316,Gulpin,Poison,,302,70,43,53,43,53,40,3,False,0.56,0.25,0.21,,"['Grass', 'Psychic', 'Steel', 'Ground']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#316.png,"['Dragon', 'Fairy', 'Poison', 'Fighting', 'Ice']"
317,Swalot,Poison,,467,100,73,83,73,83,55,3,False,0.16,0.93,0.39,,"['Dragon', 'Psychic']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#317.png,"['Bug', 'Fairy', 'Fire', 'Flying', 'Dragon', 'Ground']"
318,Carvanha,Water,Dark,305,45,90,20,65,20,65,3,False,0.03,0.74,0.99,,"['Grass', 'Dark', 'Psychic', 'Ghost', 'Fairy']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#318.png,"['Normal', 'Ground', 'Dragon', 'Fairy', 'Fire']"
319,Sharpedo,Water,Dark,460,70,120,40,95,40,95,3,False,0.51,0.75,0.42,,['Ice'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#319.png,"['Electric', 'Ghost', 'Fighting', 'Bug', 'Flying', 'Steel']"
320,Wailmer,Water,,400,130,70,35,70,35,60,3,False,0.22,0.21,0.63,,"['Dark', 'Poison', 'Ground']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#320.png,"['Fire', 'Ghost', 'Water']"
321,Wailord,Water,,500,170,90,45,90,45,60,3,False,0.23,0.34,0.44,,"['Psychic', 'Fire', 'Dark']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#321.png,"['Steel', 'Fairy', 'Normal']"
322,Numel,Fire,Ground,305,60,60,40,65,45,35,3,False,0.19,0.2,0.73,,"['Fairy', 'Steel', 'Water']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#322.png,"['Electric', 'Water', 'Rock']"
323,Camerupt,Fire,Ground,460,70,100,70,105,75,40,3,False,0.71,0.09,0.62,,['Dark'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#323.png,"['Fairy', 'Bug', 'Dragon', 'Water', 'Flying']"
324,Torkoal,Fire,,470,70,85,140,85,70,20,3,False,0.57,0.66,0.8,,['Fairy'],,https://www.kaggle.com/kvpratama/pokemon-images-dataset#324.png,"['Poison', 'Dark', 'Psychic', 'Fire', 'Electric']"
325,Spoink,Psychic,,330,60,25,35,70,80,60,3,False,0.75,0.13,0.42,,"['Dragon', 'Fighting']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#325.png,"['Bug', 'Grass', 'Dark', 'Fighting', 'Rock', 'Ground']"
326,Grumpig,Psychic,,470,80,45,65,90,110,80,3,False,0.8,0.57,0.51,,"['Rock', 'Psychic', 'Normal']",,https://www.kaggle.com/kvpratama/pokemon-images-dataset#326.png,"['Fire', 'Dragon', 'Ground', 'Electric', 'Flying', 'Dark']"
